"Source","Target","Weight"
"Tantalum","Chromium(II) silicide","2"
"Tantalum","Cobalt","7"
"Tantalum","Colloid","2"
"Tantalum","Combination","30"
"Tantalum","Cyclohexane","2"
"Tantalum","Depletion region","3"
"Tantalum","Diamond","2"
"Tantalum","Diol","2"
"Tantalum","Dopant","2"
"Tantalum","Dubnium","2"
"Tantalum","Dysprosium","23"
"Tantalum","Equivalent carbon content","2"
"Tantalum","Erbium","21"
"Tantalum","Erbium(III) chloride","2"
"Tantalum","Europium","18"
"Tantalum","Eutectic system","7"
"Tantalum","Ferrule","6"
"Tantalum","Following","2"
"Tantalum","Formic acid","2"
"Tantalum","Formula composition","5"
"Tantalum","Fracture toughness","2"
"Tantalum","Fuel oil","2"
"Tantalum","Gadolinium","22"
"Tantalum","Gallium","89"
"Tantalum","Gas turbine","5"
"Tantalum","Germanium","3"
"Tantalum","Grain boundary","5"
"Tantalum","Grain size","3"
"Tantalum","Group 3 element","12"
"Tantalum","Hafnium","251"
"Tantalum","Heat exchanger","2"
"Tantalum","Heating element","2"
"Tantalum","Heptane","2"
"Tantalum","Hexane","2"
"Tantalum","Holmium","16"
"Tantalum","Hot working","2"
"Tantalum","Hydrochloric acid","6"
"Tantalum","Hydroxylapatite","2"
"Tantalum","Impurity","9"
"Tantalum","Indium","56"
"Tantalum","Inner core","2"
"Tantalum","Inorganic nonaqueous solvent","2"
"Tantalum","Interface and colloid science","16"
"Tantalum","Intermediate good","2"
"Tantalum","Invention","8"
"Tantalum","Isocyanate","3"
"Tantalum","Land of Oz","2"
"Tantalum","Lanthanide","8"
"Tantalum","Lanthanum","45"
"Tantalum","Lanthanum oxide","3"
"Tantalum","Layered clothing","2"
"Tantalum","Leachate","2"
"Tantalum","List of alloys","17"
"Tantalum","List of copper alloys","7"
"Tantalum","List of waste types","4"
"Tantalum","Lithium","29"
"Tantalum","Lithium chloride","3"
"Tantalum","Lutetium","12"
"Tantalum","Magnesium","97"
"Tantalum","Magnesium alloy","4"
"Tantalum","Magnesium oxide","2"
"Tantalum","Magnet","21"
"Tantalum","Magnetic core","2"
"Tantalum","Magnetic separation","2"
"Tantalum","Manganese","234"
"Tantalum","Mass fraction (chemistry)","6"
"Tantalum","Melting point","3"
"Tantalum","Mesh (scale)","2"
"Tantalum","Metal","4"
"Tantalum","Metal fabrication","3"
"Tantalum","Metal powder","10"
"Tantalum","Metallic mean","3"
"Tantalum","Metalloid","6"
"Tantalum","Minimum phase","2"
"Tantalum","Mixed oxide","5"
"Tantalum","Molten salt","3"
"Tantalum","Molybdenum","413"
"Tantalum","Molybdenum disilicide","2"
"Tantalum","Motor vehicle","2"
"Tantalum","Neodymium","33"
"Tantalum","Neodymium(III) oxide","2"
"Tantalum","Niobium","442"
"Tantalum","Niobium alloy","4"
"Tantalum","Niobium nitride","3"
"Tantalum","Niobium pentoxide","2"
"Tantalum","Nitric acid","3"
"Tantalum","Nitrogen","2"
"Tantalum","Noble metal","5"
"Tantalum","Ore concentrate","4"
"Tantalum","Organic acid","2"
"Tantalum","Organometallic chemistry","6"
"Tantalum","Osmium","47"
"Tantalum","Oxide","14"
"Tantalum","Palladium","79"
"Tantalum","Palm Tungsten","2"
"Tantalum","Particle size","6"
"Tantalum","Pascal (unit)","6"
"Tantalum","Patent claim","24"
"Tantalum","Periodic table","5"
"Tantalum","Permittivity","7"
"Tantalum","Phosphoric acid","3"
"Tantalum","Pipe (fluid conveyance)","6"
"Tantalum","Plasma-immersion ion implantation","2"
"Tantalum","Platinum","76"
"Tantalum","Platinum group","6"
"Tantalum","Platinum-iridium alloy","3"
"Tantalum","Polonium","5"
"Tantalum","Polyol","3"
"Tantalum","Post-transition metal","2"
"Tantalum","Potassium","14"
"Tantalum","Potassium chloride","4"
"Tantalum","Power-to-weight ratio","4"
"Tantalum","Praseodymium","23"
"Tantalum","Praseodymium oxide","2"
"Tantalum","Precious metal","3"
"Tantalum","Precipitation hardening","2"
"Tantalum","Preference","2"
"Tantalum","Primary Phase","2"
"Tantalum","Promethium","12"
"Tantalum","Rare earth element","48"
"Tantalum","Refractory metals","16"
"Tantalum","Release agent","2"
"Tantalum","Remainder","9"
"Tantalum","Respect","30"
"Tantalum","Rhenium","108"
"Tantalum","Rhodium","60"
"Tantalum","Roasting","3"
"Tantalum","Room temperature","3"
"Tantalum","Rubidium","4"
"Tantalum","Ruthenium","88"
"Tantalum","Rutherfordium","2"
"Tantalum","Samarium","31"
"Tantalum","Scandium","41"
"Tantalum","Seaborgium","2"
"Tantalum","Selenium","30"
"Tantalum","Silicon boride","2"
"Tantalum","Silicon carbide","14"
"Tantalum","Silicon dioxide","3"
"Tantalum","Silicon nitride","4"
"Tantalum","Silicone","2"
"Tantalum","Slurry","3"
"Tantalum","Sodium chloride","4"
"Tantalum","Sodium fluoride","2"
"Tantalum","Sodium hydroxide","4"
"Tantalum","Solid solution","5"
"Tantalum","Stainless steel","15"
"Tantalum","Steel","20"
"Tantalum","Steelmaking","2"
"Tantalum","Stiffness","2"
"Tantalum","Strontium","35"
"Tantalum","Suicide","2"
"Tantalum","Sulfur","36"
"Tantalum","Sulfuric acid","6"
"Tantalum","Synthetic diamond","3"
"Tantalum","Tantalate","2"
"Tantalum capacitor","List of waste types","2"
"Tantalum capacitor","Tantalum","2"
"Tantalum carbide","Abrasion (mechanical)","7"
"Tantalum carbide","Addition","6"
"Tantalum carbide","Aluminium boride","2"
"Tantalum carbide","Aluminium nitride","6"
"Tantalum carbide","Aluminium oxide","7"
"Tantalum carbide","Annealing (glass)","2"
"Tantalum carbide","Antimony","2"
"Tantalum carbide","Boride","2"
"Tantalum carbide","Boron","2"
"Tantalum carbide","Boron carbide","9"
"Tantalum carbide","Boron nitride","5"
"Tantalum carbide","Casting (metalworking)","2"
"Tantalum carbide","Chromium carbide","100"
"Tantalum carbide","Chromium nitride","2"
"Tantalum carbide","Cobalt","2"
"Tantalum carbide","Combination","24"
"Tantalum carbide","Composite material","2"
"Tantalum carbide","Corrosion","11"
"Tantalum carbide","Depletion region","3"
"Tantalum carbide","Diamond","2"
"Tantalum carbide","Dubnium","2"
"Tantalum carbide","Eutectic system","4"
"Tantalum carbide","Glass","3"
"Tantalum carbide","Hafnium","3"
"Tantalum carbide","Hafnium(IV) carbide","9"
"Tantalum carbide","Hot hardness","3"
"Tantalum carbide","Interstitial fluid","11"
"Tantalum carbide","List of alloys","2"
"Tantalum carbide","List of materials properties","2"
"Tantalum carbide","Magnesium","2"
"Tantalum carbide","Molybdenum","12"
"Tantalum carbide","Niobium","13"
"Tantalum carbide","Niobium carbide","25"
"Tantalum carbide","Niobium nitride","5"
"Tantalum carbide","Powder mixture","2"
"Tantalum carbide","Rutherfordium","2"
"Tantalum carbide","Seaborgium","2"
"Tantalum carbide","Silicon carbide","12"
"Tantalum carbide","Silicon nitride","2"
"Tantalum carbide","Solid solution","10"
"Tantalum carbide","Synthetic diamond","2"
"Tantalum carbide","Tantalum","22"
"Tantalum carbide","Tantalum boride","2"
"Tantalum nitride","Aluminium boride","2"
"Tantalum nitride","Aluminium nitride","2"
"Tantalum nitride","Aluminium oxide","4"
"Tantalum nitride","Boron carbide","2"
"Tantalum nitride","Boron nitride","2"
"Tantalum nitride","Chromium carbide","2"
"Tantalum nitride","Chromium nitride","2"
"Tantalum nitride","Hafnium(IV) carbide","2"
"Tantalum nitride","Niobium","4"
"Tantalum nitride","Niobium carbide","5"
"Tantalum nitride","Niobium nitride","5"
"Tantalum nitride","Silicon carbide","2"
"Tantalum nitride","Solid solution","2"
"Tantalum nitride","Stainless steel","3"
"Tantalum nitride","Tantalum","5"
"Tantalum nitride","Tantalum carbide","7"
"Tantalum pentoxide","Aluminium oxide","6"
"Tantalum pentoxide","Binder (material)","2"
"Tantalum pentoxide","Boride","2"
"Tantalum pentoxide","Boron nitride","2"
"Tantalum pentoxide","Boron trioxide","7"
"Tantalum pentoxide","Cerium(IV) oxide","4"
"Tantalum pentoxide","Chromium oxide","4"
"Tantalum pentoxide","Chromium(III) oxide","2"
"Tantalum pentoxide","Cobalt oxide","8"
"Tantalum pentoxide","Cobalt(II) oxide","6"
"Tantalum pentoxide","Copper oxide","2"
"Tantalum pentoxide","Copper(I) oxide","2"
"Tantalum pentoxide","Copper(II) oxide","2"
"Tantalum pentoxide","Gadolinium(III) oxide","4"
"Tantalum pentoxide","Hafnium(IV) carbide","2"
"Tantalum pentoxide","Hafnium(IV) oxide","4"
"Tantalum pentoxide","Insulator (electricity)","4"
"Tantalum pentoxide","Iron(III) oxide","2"
"Tantalum pentoxide","Magnesium oxide","8"
"Tantalum pentoxide","Manganese","2"
"Tantalum pentoxide","Nickel oxide","2"
"Tantalum pentoxide","Niobium pentoxide","6"
"Tantalum pentoxide","Oxide","12"
"Tantalum pentoxide","Periodic table","2"
"Tantalum pentoxide","Relative density","5"
"Tantalum pentoxide","Ruthenium","2"
"Tantalum pentoxide","Samarium(III) oxide","4"
"Tantalum pentoxide","Silicon carbide","2"
"Tantalum pentoxide","Silicon dioxide","5"
"Tantalum telluride","Liquid metal","2"
"Tantalum telluride","Manganese","2"
"Tantalum telluride","Ruthenium","2"
"Tap (valve)","Bracket","2"
"Tap (valve)","Button","2"
"Tap (valve)","Environmental flow","3"
"Tap (valve)","Facade","2"
"Tap (valve)","Tangent space","2"
"Tap water","Salt water","3"
"Tap water","Seawater","3"
"Tape casting","Serial Line Internet Protocol","2"
"Tape casting","Slipcasting","2"
"Tapered roller bearing","Needle roller bearing","4"
"Tapered roller bearing","Rolling-element bearing","4"
"Tapered roller bearing","Spherical roller bearing","3"
"Target strength","Axial compressor","2"
"Target strength","Pascal (unit)","4"
"Tartaric acid","Acetic acid","2"
"Tartaric acid","Amine","2"
"Tartaric acid","Ammonium metavanadate","2"
"Tartaric acid","Aqueous solution","2"
"Tartaric acid","Ascorbic acid","5"
"Tartaric acid","Benzoic acid","3"
"Tartaric acid","Carboxylic acid","2"
"Tartaric acid","Chelation","2"
"Tartaric acid","Citric acid","8"
"Tartaric acid","Epoxide","2"
"Tartaric acid","Glycolic acid","3"
"Tartaric acid","Ionic liquid","2"
"Tartaric acid","Magnesium chloride","4"
"Tartaric acid","Maleic acid","2"
"Tartaric acid","Metal ammine complex","2"
"Tartaric acid","Mineral acid","2"
"Tartaric acid","Organic acid","2"
"Tartaric acid","Oxalic acid","2"
"Tartaric acid","Potassium bitartrate","4"
"Tartaric acid","Potassium chloride","4"
"Tartaric acid","Saturation (chemistry)","4"
"Tartaric acid","Tannic acid","2"
"Tau","Absolute value","3"
"Tau","Pascal (unit)","2"
"Taurine","Elution","2"
"Tautomer","Aqueous solution","2"
"Tautomer","Atomic number","2"
"Tautomer","Carbon","2"
"Tautomer","Coordination complex","2"
"Tautomer","Hydrochloric acid","2"
"Tautomer","Mineral acid","2"
"Tautomer","Nitric acid","2"
"Tautomer","Sulfuric acid","2"
"Tax rate","Hydrofluoric acid","2"
"Tax rate","Molecular diffusion","3"
"Tax rate","Phosphoric acid","2"
"Tax rate","Pipe (fluid conveyance)","2"
"Tax rate","Rate ratio","2"
"Tax rate","Rolling (metalworking)","3"
"Taxane","Biodegradable polymer","3"
"Taxane","Caprolactone","2"
"Taxane","Everolimus","6"
"Taxane","Glycolic acid","2"
"Taxane","Lactic acid","2"
"Taxane","Lactide","2"
"Taxane","Prodrug","12"
"Taxonomic rank","Invention","2"
"Taxonomic rank","Motor vehicle","2"
"Taxonomic rank","Structural element","2"
"Tbl",".dwg","7"
"Tbl","Aluminium alloy","2"
"Tbl","Display resolution","2"
"Tbl","List of materials properties","2"
"Tea","Coffee bean","2"
"Tea","Colourant","2"
"Tea","Flavor","2"
"Tea","Health food","2"
"Tea","Instant coffee","2"
"Tea","Laundry detergent","2"
"Tea","Multivitamin","2"
"Tea","Rice cracker","2"
"Tea","Seasoning","2"
"Tebibyte","Aluminium oxide","2"
"Tebibyte","Continuous casting","4"
"Tebibyte","Fracture toughness","2"
"Tebibyte","Impurity","4"
"Tebibyte","Manganese","4"
"Technetium","Alloy","2"
"Technetium","Antimony","3"
"Technetium","Arsenic","4"
"Technetium","Barium","3"
"Technetium","Beryllium","5"
"Technetium","Bismuth","7"
"Technetium","Cadmium","7"
"Technetium","Cerium","3"
"Technetium","Dysprosium","2"
"Technetium","Erbium","2"
"Technetium","Europium","2"
"Technetium","Gadolinium","2"
"Technetium","Gallium","7"
"Technetium","Hafnium","2"
"Technetium","Holmium","2"
"Technetium","Indium","7"
"Technetium","Lanthanum","2"
"Technetium","Lutetium","2"
"Technetium","Manganese","5"
"Technetium","Molybdenum","7"
"Technetium","Neodymium","4"
"Technetium","Niobium","6"
"Technetium","Osmium","8"
"Technetium","Palladium","8"
"Technetium","Platinum","6"
"Technetium","Polonium","5"
"Technetium","Praseodymium","2"
"Technetium","Promethium","2"
"Technetium","Respect","2"
"Technetium","Rhenium","6"
"Technetium","Rhodium","8"
"Technetium","Ruthenium","10"
"Technetium","Samarium","2"
"Technetium","Scandium","3"
"Technetium","Selenium","3"
"Technetium","Steel","8"
"Technetium","Strontium","5"
"Technetium","Tantalum","7"
"Telephone exchange","Average","2"
"Telephone exchange","Semi-major and semi-minor axes","6"
"Telephone exchange","Semiconductor device","4"
"Telephone exchange","Surface area","2"
"Telescope","Ribbon","3"
"Tellurium","Alkali","2"
"Tellurium","Alkali metal","2"
"Tellurium","Alloy","2"
"Tellurium","Aluminium alloy","2"
"Tellurium","Antimony","44"
"Tellurium","Aqueous solution","5"
"Tellurium","Arsenic","19"
"Tellurium","Atomic ratio","2"
"Tellurium","Auxiliary electrode","11"
"Tellurium","Barium","2"
"Tellurium","Beryllium","8"
"Tellurium","Bismuth","54"
"Tellurium","Boron","29"
"Tellurium","Bromine","2"
"Tellurium","Cadmium","27"
"Tellurium","Cadmium hydroxide","3"
"Tellurium","Cadmium telluride","9"
"Tellurium","Cadmium telluride photovoltaics","8"
"Tellurium","Caesium","4"
"Tellurium","Carbon","2"
"Tellurium","Cementite","6"
"Tellurium","Cerium","8"
"Tellurium","Combination","5"
"Tellurium","Construction","2"
"Tellurium","Cyanide","2"
"Tellurium","Dysprosium","4"
"Tellurium","Erbium","4"
"Tellurium","Europium","4"
"Tellurium","Fluorine","2"
"Tellurium","Gadolinium","4"
"Tellurium","Gallium","30"
"Tellurium","GeSbTe","2"
"Tellurium","Gete","2"
"Tellurium","Group 3 element","2"
"Tellurium","Hafnium","7"
"Tellurium","Heat Treatment","2"
"Tellurium","Heat treating","2"
"Tellurium","Holmium","4"
"Tellurium","Impurity","5"
"Tellurium","Indium","35"
"Tellurium","Industrial applicability","2"
"Tellurium","Inorganic compound","2"
"Tellurium","Intermediate good","2"
"Tellurium","Intermetallic","6"
"Tellurium","Invention","17"
"Tellurium","Iodine","2"
"Tellurium","Lanthanum","2"
"Tellurium","Liquid","2"
"Tellurium","List of copper alloys","13"
"Tellurium","Lithium","6"
"Tellurium","Lutetium","4"
"Tellurium","Magnesium","35"
"Tellurium","Manganese","38"
"Tellurium","Melting point","2"
"Tellurium","Molybdenum","33"
"Tellurium","Neodymium","6"
"Tellurium","Niobium","25"
"Tellurium","Nitric acid","2"
"Tellurium","Noble metal","2"
"Tellurium","Organic compound","2"
"Tellurium","Osmium","7"
"Tellurium","Oxide","2"
"Tellurium","Oxidizing agent","3"
"Tellurium","PH","9"
"Tellurium","Palladium","14"
"Tellurium","Periodic table","2"
"Tellurium","Phase transition","4"
"Tellurium","Photovoltaic system","6"
"Tellurium","Platinum","11"
"Tellurium","Polonium","3"
"Tellurium","Potassium hydroxide","3"
"Tellurium","Praseodymium","4"
"Tellurium","Precious metal","2"
"Tellurium","Promethium","2"
"Tellurium","Rare earth element","7"
"Tellurium","Raw material","3"
"Tellurium","Respect","2"
"Tellurium","Rhenium","11"
"Tellurium","Rhodium","8"
"Tellurium","Russian locomotive class TE2","2"
"Tellurium","Ruthenium","10"
"Tellurium","Samarium","4"
"Tellurium","Scandium","6"
"Tellurium","Selenium","58"
"Tellurium","Slurry","2"
"Tellurium","Sodium hydroxide","3"
"Tellurium","Solid solution","2"
"Tellurium","Stainless steel","4"
"Tellurium","Steel","8"
"Tellurium","Steel bar","3"
"Tellurium","Stoichiometry","2"
"Tellurium","Strontium","12"
"Tellurium","Sulfur","46"
"Tellurium","Sulfuric acid","2"
"Tellurium","Tantalum","16"
"Tellurium","Technetium","3"
"Tellurium dioxide","Compression molding","2"
"Tellurium dioxide","Glass","7"
"Tellurium dioxide","PH","2"
"Tellurium dioxide","Tellurium","3"
"Tellurium oxide","Bismuth","2"
"Tellurium oxide","Bismuth(III) oxide","2"
"Tellurium oxide","Copper oxide","2"
"Tellurium oxide","Indium","2"
"Tellurium oxide","Indium(III) oxide","2"
"Tellurium oxide","Magnesium","2"
"Tellurium oxide","Molybdenum oxide","2"
"Tellurium oxide","Nickel oxide","2"
"Tellurium oxide","PH","2"
"Tellurium oxide","Rare earth element","2"
"Tellurium oxide","Raw material","2"
"Tellurium oxide","Tellurium","2"
"Tellurium tetrachloride","Metal halides","3"
"Temper mill","Acrylic resin","2"
"Temper mill","Acrylonitrile butadiene styrene","2"
"Temper mill","Ionomer","2"
"Temper mill","Polyamide","2"
"Temper mill","Polycarbonate","2"
"Temper mill","Polyolefin","2"
"Temper mill","Polyvinyl chloride","2"
"Temperature","Cooling system","4"
"Temperature","Fuel injection","2"
"Temperature","Iron sights","5"
"Temperature","Sheet metal","2"
"Temperature coefficient","Magnetic core","3"
"Temperature coefficient","Room temperature","3"
"Temperature control","Adverse effect","2"
"Temperature control","Annealing temperature","2"
"Temperature control","Blast furnace","2"
"Temperature control","Campaign Life Coalition","2"
"Temperature control","Celsius","7"
"Temperature control","Continuous casting","7"
"Temperature control","Contract","2"
"Temperature control","Cryogenics","2"
"Temperature control","Disadvantage","2"
"Temperature control","Glide step","2"
"Temperature control","Induction heating","2"
"Temperature control","Invention","3"
"Temperature control","Liquid cooling","2"
"Temperature control","Magnesium","3"
"Temperature control","Minute","2"
"Temperature control","Patent claim","3"
"Temperature control","Planetary equilibrium temperature","2"
"Temperature control","Respect","4"
"Temperature control","Semi-finished casting products","7"
"Temperature control","Strip steel","2"
"Temperature gradient","Celsius","3"
"Temperature gradient","Control System","2"
"Temperature gradient","Core (optical fiber)","4"
"Temperature gradient","Cryopreservation","2"
"Temperature gradient","Electrical energy","4"
"Temperature gradient","High pressure","3"
"Temperature gradient","Id, ego and super-ego","2"
"Temperature gradient","Induction heating","3"
"Temperature gradient","Invention","2"
"Temperature gradient","List of materials properties","2"
"Temperature gradient","Magnesium","3"
"Temperature gradient","Molecular diffusion","4"
"Temperature gradient","Position (vector)","2"
"Temperature gradient","Process variable","2"
"Temperature gradient","Quality (business)","2"
"Temperature gradient","Railhead","2"
"Temperature gradient","Reaction rate","3"
"Temperature gradient","Refractory","2"
"Temperature gradient","Respect","2"
"Temperature gradient","Room temperature","2"
"Temperature gradient","Scale model","2"
"Temperature measurement","Biodegradable waste","2"
"Temperature measurement","Direct Contact","3"
"Temperature measurement","Electric arc furnace","2"
"Temperature measurement","Exhaust gas","2"
"Temperature measurement","Heat","2"
"Temperature measurement","Horizontal and vertical","4"
"Temperature measurement","Metre (music)","4"
"Temperature measurement","Superheated steam","2"
"Temperature measurement","Superheater","3"
"Temperature range","AC3","2"
"Temperature range","Addition","3"
"Temperature range","Ageing","2"
"Temperature range","Alkyl","2"
"Temperature range","Alloy","4"
"Temperature range","Alpha","3"
"Temperature range","Aluminium alloy","3"
"Temperature range","Amorphous metal","5"
"Temperature range","Annealing temperature","20"
"Temperature range","Atmospheric pressure","2"
"Temperature range","Austenite","2"
"Temperature range","Austenitic stainless steel","2"
"Temperature range","Autodesk 3ds Max","2"
"Temperature range","Bainite","3"
"Temperature range","Bar (unit)","2"
"Temperature range","Base metal","2"
"Temperature range","Bioreactor","2"
"Temperature range","Blast furnace","2"
"Temperature range","Blast furnace gas","5"
"Temperature range","Boron","2"
"Temperature range","Boron carbide","2"
"Temperature range","Boron nitride","3"
"Temperature range","Brinell scale","2"
"Temperature range","Bypass (road)","2"
"Temperature range","C/s","7"
"Temperature range","Canning","2"
"Temperature range","Celsius","59"
"Temperature range","Cementite","3"
"Temperature range","Chemical composition","10"
"Temperature range","Child","4"
"Temperature range","Chromium carbide","2"
"Temperature range","Coating","3"
"Temperature range","Coercivity","6"
"Temperature range","Cold Wind","2"
"Temperature range","Combination","5"
"Temperature range","Composite material","2"
"Temperature range","Concrete","2"
"Temperature range","Continuous casting","5"
"Temperature range","Cooling tower","2"
"Temperature range","Copper extraction techniques","2"
"Temperature range","Copper oxide","2"
"Temperature range","Cryogenics","10"
"Temperature range","Cytarabine","3"
"Temperature range","Dew point","7"
"Temperature range","Differential geometry of surfaces","2"
"Temperature range","Differential scanning calorimetry","2"
"Temperature range","Diffusionless transformation","3"
"Temperature range","Dust collector","2"
"Temperature range","Elastic modulus","2"
"Temperature range","Electric resistance welding","2"
"Temperature range","Electrical resistivity and conductivity","3"
"Temperature range","Energy technology","2"
"Temperature range","Et cetera","3"
"Temperature range","Eutectic system","3"
"Temperature range","Fluid parcel","2"
"Temperature range","Fluidized bed","4"
"Temperature range","Gear","2"
"Temperature range","Glossary of musical terminology","2"
"Temperature range","Grain boundary","4"
"Temperature range","Grain growth","7"
"Temperature range","Grain size","2"
"Temperature range","Heat Treatment","13"
"Temperature range","Heat treating","13"
"Temperature range","High-strength low-alloy steel","2"
"Temperature range","Hot-dip galvanization","2"
"Temperature range","Hour","2"
"Temperature range","Inert gas","3"
"Temperature range","Inorganic compound","2"
"Temperature range","Intermetallic","4"
"Temperature range","Invention","16"
"Temperature range","KOE","4"
"Temperature range","Life extension","2"
"Temperature range","Light metal","3"
"Temperature range","Limit superior and limit inferior","7"
"Temperature range","Liquid","4"
"Temperature range","List of copper alloys","7"
"Temperature range","List of time periods","2"
"Temperature range","Luxury goods","2"
"Temperature range","MV Empire Alderney","7"
"Temperature range","Magnet","2"
"Temperature range","Magnetism","2"
"Temperature range","Manganese","10"
"Temperature range","Martensite","7"
"Temperature range","Martensitic stainless steel","2"
"Temperature range","Mass fraction (chemistry)","8"
"Temperature range","Maxima and minima","5"
"Temperature range","Melting","2"
"Temperature range","Melting point","3"
"Temperature range","Micrometer","3"
"Temperature range","Minute","4"
"Temperature range","Molybdenum","2"
"Temperature range","Multistage rocket","2"
"Temperature range","Nickel titanium","2"
"Temperature range","Niobium","4"
"Temperature range","Nitrogen","2"
"Temperature range","No frills","2"
"Temperature range","Nuclear power plant","8"
"Temperature range","Nucleation","3"
"Temperature range","Open loop","2"
"Temperature range","Organometallic chemistry","4"
"Temperature range","Palladium","2"
"Temperature range","Particle size","4"
"Temperature range","Particle-size distribution","2"
"Temperature range","Pascal (unit)","17"
"Temperature range","Patent claim","2"
"Temperature range","Phase transition","2"
"Temperature range","Platinum","2"
"Temperature range","Polycrystalline silicon","2"
"Temperature range","Powder metallurgy","2"
"Temperature range","Precipitation (chemistry)","2"
"Temperature range","Prior art","2"
"Temperature range","Range rate","4"
"Temperature range","Raw material","8"
"Temperature range","Reason","6"
"Temperature range","Reference range","3"
"Temperature range","Release agent","2"
"Temperature range","Remainder","16"
"Temperature range","Respect","18"
"Temperature range","Result","2"
"Temperature range","Ribbon","5"
"Temperature range","Rolling (metalworking)","52"
"Temperature range","Room temperature","23"
"Temperature range","S30","2"
"Temperature range","Safety (firearms)","7"
"Temperature range","Shapeshifting","2"
"Temperature range","Solder","2"
"Temperature range","Solid solution","4"
"Temperature range","Stainless steel","14"
"Temperature range","Steel","41"
"Temperature range","Stone washing","3"
"Temperature range","Strength of materials","4"
"Temperature range","Strip steel","4"
"Temperature range","Structural element","3"
"Temperature range","Structural steel","2"
"Temperature range","Subsequence","14"
"Temperature range","Sulfur","2"
"Temperature range","Sulfur dioxide","2"
"Temperature range","Sulfuric acid","2"
"Temperature range","Superheated steam","2"
"Temperature range","Superheater","8"
"Temperature range","Tebibyte","2"
"Temporal region","Railhead","10"
"Temporal resolution","Furnace","2"
"Tennantite","Altaite","2"
"Tennantite","Antimony","2"
"Tennantite","Argentopyrite","2"
"Tennantite","Arsenic","3"
"Tennantite","Bournonite","3"
"Tennantite","Enargite","4"
"Tennantite","Jamesonite","4"
"Tennantite","Pentlandite","2"
"Tennantite","Precious metal","3"
"Tennantite","Refractory","4"
"Tennantite","Sodium hydroxide","2"
"Tennantite","Sulfosalt minerals","8"
"Tensile testing","Accordance","9"
"Tensile testing","Addition","4"
"Tensile testing","Alpha","5"
"Tensile testing","Atomic ratio","2"
"Tensile testing","Average","11"
"Tensile testing","Bainite","3"
"Tensile testing","Beta","2"
"Tensile testing","Boat","2"
"Tensile testing","C/s","2"
"Tensile testing","Causality","2"
"Tensile testing","Chemistry","2"
"Tensile testing","Classification society","2"
"Tensile testing","Corrosion","2"
"Tensile testing","Deformation (engineering)","2"
"Tensile testing","Differential scanning calorimetry","4"
"Tensile testing","Doctor of Science","4"
"Tensile testing","Duty cycle","4"
"Tensile testing","Experiment","3"
"Tensile testing","Fatigue (material)","2"
"Tensile testing","Graphic communication","8"
"Tensile testing","Heatsetting","2"
"Tensile testing","Hematopoietic stem cell transplantation","2"
"Tensile testing","Liquid nitrogen","2"
"Tensile testing","List of copper alloys","7"
"Tensile testing","List of gear nomenclature","4"
"Tensile testing","List of materials-testing resources","4"
"Tensile testing","M1","2"
"Tensile testing","Maximum Force","4"
"Tensile testing","Medical device","2"
"Tensile testing","Micrometer","3"
"Tensile testing","Minute","5"
"Tensile testing","Optical microscope","2"
"Tensile testing","Parameter (computer programming)","2"
"Tensile testing","Particle size","2"
"Tensile testing","Pascal (unit)","21"
"Tensile testing","Pipe (fluid conveyance)","6"
"Tensile testing","Planetary equilibrium temperature","5"
"Tensile testing","Product-form solution","2"
"Tensile testing","Quotient","4"
"Tensile testing","Remainder","3"
"Tensile testing","Respect","18"
"Tensile testing","Result","8"
"Tensile testing","Rolling (metalworking)","6"
"Tensile testing","Room temperature","31"
"Tensile testing","S1","2"
"Tensile testing","Shear band","7"
"Tensile testing","Sheet metal","2"
"Tensile testing","Sigma","2"
"Tensile testing","Steel","41"
"Tensile testing","Stone washing","4"
"Tensile testing","Strain rate","6"
"Tensile testing","Subsequence","4"
"Tensile testing","Superconducting wire","5"
"Tension (physics)","Boron","4"
"Tension (physics)","Magnesium","2"
"Tension (physics)","Magnet","3"
"Tension (physics)","Magnetic field","2"
"Tension (physics)","Molybdenum","2"
"Tension (physics)","Shear band","5"
"Tension (physics)","Silicon","4"
"Tension (physics)","Structural integrity and failure","4"
"Tension zone","Bridge (graph theory)","3"
"Tension zone","Chamfer","2"
"Terbium","Acyl halide","2"
"Terbium","Aldehyde","2"
"Terbium","Alkali","3"
"Terbium","Alkane","2"
"Terbium","Alloy","5"
"Terbium","Aluminium alloy","2"
"Terbium","Antimony","13"
"Terbium","Area density","2"
"Terbium","Aromaticity","2"
"Terbium","Atomic number","6"
"Terbium","Atomic ratio","4"
"Terbium","Barium","5"
"Terbium","Beryllium","23"
"Terbium","Bismuth","10"
"Terbium","Boride","2"
"Terbium","Boron","37"
"Terbium","Boron trioxide","2"
"Terbium","Cadmium","2"
"Terbium","Caesium","4"
"Terbium","Calcium oxide","2"
"Terbium","Cathode ray tube","2"
"Terbium","Cerium","46"
"Terbium","Chalcogenide","2"
"Terbium","Coercivity","2"
"Terbium","Cytochrome P450","2"
"Terbium","Diol","2"
"Terbium","Dynamite","8"
"Terbium","Dysprosium","93"
"Terbium","Eddy current","2"
"Terbium","Erbium","47"
"Terbium","Erbium(III) oxide","2"
"Terbium","Europium","48"
"Terbium","Fluorescent lamp","2"
"Terbium","Fuel oil","2"
"Terbium","Gadolinium","64"
"Terbium","Gallium","39"
